Name,Profession,Dob,picture,notable_work
Steve Carell,Actor,1962-8-16,"https://m.media-amazon.com/images/M/MV5BMjMyOTM2OTk1Ml5BMl5BanBnXkFtZTgwMTI3MzkyNjM@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","The Office,The 40-Year-Old Virgin,Little Miss Sunshine,Foxcatcher"
Annie Murphy,Actress,,"https://m.media-amazon.com/images/M/MV5BNTIwMjMwMTc0MV5BMl5BanBnXkFtZTgwNzQzODMwNzE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Schitt's Creek,Story of Jen,The Plateaus,Lick"
Daniel Radcliffe,Actor,1989-7-23,"https://m.media-amazon.com/images/M/MV5BMTg4NTExODc3Nl5BMl5BanBnXkFtZTgwODUyMDEzMDE@._V1_UY317_CR11,0,214,317_AL__QL50.jpg","Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Order of the Phoenix,Harry Potter and the Deathly Hallows: Part 1,Swiss Army Man"
Claire Danes,Actress,1979-4-12,"https://m.media-amazon.com/images/M/MV5BMTMyMzQ1Mjk3M15BMl5BanBnXkFtZTcwNzk3ODMxNw@@._V1_UY317_CR15,0,214,317_AL__QL50.jpg","My So-Called Life,Homeland,Romeo + Juliet,The Hours"
Bruce Willis,Actor,1955-3-19,"https://m.media-amazon.com/images/M/MV5BMjA0MjMzMTE5OF5BMl5BanBnXkFtZTcwMzQ2ODE3Mw@@._V1_UY317_CR27,0,214,317_AL__QL50.jpg","Die Hard,Pulp Fiction,Moonlighting,The Sixth Sense"
Zoe Saldana,Actress,1978-6-19,"https://m.media-amazon.com/images/M/MV5BMTM2MjIwOTc0Nl5BMl5BanBnXkFtZTcwNzQ5ODM1Mw@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Avatar,Star Trek,Guardians of the Galaxy,Guardians of the Galaxy Vol. 2"
John Krasinski,Actor,1979-10-20,"https://m.media-amazon.com/images/M/MV5BMTc3MzY3MjQ3OV5BMl5BanBnXkFtZTcwODI3NjQxMw@@._V1_UY317_CR6,0,214,317_AL__QL50.jpg","A Quiet Place,Something Borrowed,The Office,13 Hours"
Hannah John-Kamen,Actress,1989-9-7,"https://m.media-amazon.com/images/M/MV5BYWVkNjQ2NmUtMjVhOS00M2M2LWJlYzctYWY1MWI1ODY3NTk0XkEyXkFqcGdeQXVyMjQyOTg0MzQ@._V1_UY317_CR25,0,214,317_AL__QL50.jpg","Ant-Man and the Wasp,Ready Player One,Black Mirror,Killjoys"
Anya Taylor-Joy,Actress,1996-4-16,"https://m.media-amazon.com/images/M/MV5BYWUxMzhlM2QtNDM5MS00OThlLTlhZDEtMDhlNTliZDIzZGQ1XkEyXkFqcGdeQXVyNzcyNzc0NzE@._V1_UY317_CR19,0,214,317_AL__QL50.jpg","The Witch,Morgan,Split,Glass"
Jennifer Aniston,Actress,1969-2-11,"https://m.media-amazon.com/images/M/MV5BNjk1MjIxNjUxNF5BMl5BanBnXkFtZTcwODk2NzM4Mg@@._V1_UY317_CR3,0,214,317_AL__QL50.jpg","Friends,Cake,We're the Millers,Just Go with It"
Ben Mendelsohn,Actor,1969-4-3,"https://m.media-amazon.com/images/M/MV5BMjA3NzcyMDcyMF5BMl5BanBnXkFtZTcwNjQwMTczMQ@@._V1_UY317_CR4,0,214,317_AL__QL50.jpg","Rogue One: A Star Wars Story,Animal Kingdom,The Dark Knight Rises,Ready Player One"
Jessica Lange,Actress,1949-4-20,"https://m.media-amazon.com/images/M/MV5BMjg5ODIyMjY0NF5BMl5BanBnXkFtZTcwNDcyNjY0MQ@@._V1_UY317_CR21,0,214,317_AL__QL50.jpg","Tootsie,King Kong,Blue Sky,Frances"
Kaya Scodelario,Actress,1992-3-13,"https://m.media-amazon.com/images/M/MV5BNjk5NjE5NTczMV5BMl5BanBnXkFtZTcwODI0OTM0NA@@._V1_UY317_CR4,0,214,317_AL__QL50.jpg","Pirates of the Caribbean: Dead Men Tell No Tales,The Maze Runner,Maze Runner: The Death Cure,Moon"
Rachel Weisz,Actress,1970-3-7,"https://m.media-amazon.com/images/M/MV5BMTQ4MzM1MDAwMV5BMl5BanBnXkFtZTcwNTU4NzQwMw@@._V1_UY317_CR4,0,214,317_AL__QL50.jpg","The Constant Gardener,The Lobster,The Favourite,Constantine"
Lauren Lapkus,Actress,1985-9-6,"https://m.media-amazon.com/images/M/MV5BZjExNTI1ODQtZmU3MC00Zjg3LWE4MzAtYTU4OTkyZTc0Y2ExXkEyXkFqcGdeQXVyMjQxNzM1NjM@._V1_UY317_CR175,0,214,317_AL__QL50.jpg","Jurassic World,Crashing,Orange Is the New Black,The Characters"
Mackenzie Davis,Actress,1987-4-1,"https://m.media-amazon.com/images/M/MV5BYzRkYmE0YWYtY2I3OC00OTAyLWE5YmItYzIwMGYyMTk1NDk3XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY317_CR51,0,214,317_AL__QL50.jpg","Halt and Catch Fire,Black Mirror,Blade Runner 2049,The Martian"
Michelle Monaghan,Actress,1976-3-23,"https://m.media-amazon.com/images/M/MV5BNzEwYTdjNjYtZDk4NC00YzFmLTlkZTQtNTQyZTg3YmIxYWIxL2ltYWdlXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_UY317_CR20,0,214,317_AL__QL50.jpg","Kiss Kiss Bang Bang,Pixels,Gone Baby Gone,Source Code"
Elisabeth Moss,Actress,1982-7-24,"https://m.media-amazon.com/images/M/MV5BNTMwMDg1MDkyNV5BMl5BanBnXkFtZTcwNzEwMzg1Nw@@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","The One I Love,The Handmaid's Tale,Queen of Earth,Girl, Interrupted"
Shia LaBeouf,Actor,1986-6-11,"https://m.media-amazon.com/images/M/MV5BMjFhNTM3NDItMDllNC00YzAyLThmY2QtYmViMjBjODJjODdiXkEyXkFqcGdeQXVyMDU5Njk5MQ@@._V1_UY317_CR5,0,214,317_AL__QL50.jpg","Honey Boy,The Peanut Butter Falcon,Fury,Transformers"
Pedro Alonso,Actor,1972-0-0,"https://m.media-amazon.com/images/M/MV5BNTQwOTZlOTktZWI2Ni00MGU0LTg3MDItOGFlOGZjYzVmOTYwXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY317_CR20,0,214,317_AL__QL50.jpg","Money Heist,The Ministry of Time,Padre Casares,Gran Hotel"
Sophie Turner,Actress,1996-2-21,"https://m.media-amazon.com/images/M/MV5BMjM5Mjg4MDQ3MF5BMl5BanBnXkFtZTgwMDA2MjkxMjI@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Game of Thrones,X-Men: Dark Phoenix,X-Men: Apocalypse,Barely Lethal"
Bob Odenkirk,Writer,1962-10-22,"https://m.media-amazon.com/images/M/MV5BOWM5MDJjYTItMTRkNC00NTQ4LThkNjUtNDY3Mzk0YWMwMTBhXkEyXkFqcGdeQXVyNzQzNDYwMA@@._V1_UY317_CR18,0,214,317_AL__QL50.jpg","Better Call Saul,Nebraska,Breaking Bad,Mr. Show with Bob and David"
Elsa Pataky,Actress,1976-7-18,"https://m.media-amazon.com/images/M/MV5BMTgyNTgzMTk3M15BMl5BanBnXkFtZTcwNTM0NDQyOQ@@._V1_UY317_CR15,0,214,317_AL__QL50.jpg","Fast & Furious 6,Fast Five,Furious 7,Snakes on a Plane"
Ryan Whitney Newman,Actress,1998-4-24,"https://m.media-amazon.com/images/M/MV5BMzQzMWJhOWMtZTQ3YS00YTQyLTliZTQtNGQ4NGFmY2ZlYWE3XkEyXkFqcGdeQXVyMzg4ODc5Mg@@._V1_UY317_CR20,0,214,317_AL__QL50.jpg","Zoom,Monster House,Zeke and Luther,Sharknado 3: Oh Hell No!"
Taron Egerton,Actor,1989-11-10,"https://m.media-amazon.com/images/M/MV5BMTYzODU2OTI2Nl5BMl5BanBnXkFtZTgwMTUyMTAwMzE@._V1_UY317_CR7,0,214,317_AL__QL50.jpg","Rocketman,Kingsman: The Secret Service,Eddie the Eagle,Kingsman: The Golden Circle"
Gal Gadot,Actress,1985-4-30,"https://m.media-amazon.com/images/M/MV5BMjUzZTJmZDItODRjYS00ZGRhLTg2NWQtOGE0YjJhNWVlMjNjXkEyXkFqcGdeQXVyMTg4NDI0NDM@._V1_UY317_CR51,0,214,317_AL__QL50.jpg","Wonder Woman,Wonder Woman 1984,Death on the Nile,Red Notice"
Jon Favreau,Producer,1966-10-19,"https://m.media-amazon.com/images/M/MV5BNjcwNzg4MjktNDNlMC00M2U1LWJmMjgtZTVkMmI4MDI2MTVmXkEyXkFqcGdeQXVyMjI4MDI0NTM@._V1_UY317_CR12,0,214,317_AL__QL50.jpg","Chef,Swingers,Iron Man,Avengers: Endgame"
Alex Garland,Writer,1970-5-26,"https://m.media-amazon.com/images/M/MV5BMTU1ODcxMzA2NF5BMl5BanBnXkFtZTgwNjc2NDk3NTM@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Ex Machina,Annihilation,28 Days Later...,Never Let Me Go"
Abigail Spencer,Actress,1981-8-4,"https://m.media-amazon.com/images/M/MV5BZWQxYjRiOTEtYjM3YS00OGVmLTk5NDgtZDQ2MjFhODRhNjQwXkEyXkFqcGdeQXVyNjI0MzI3MA@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Mad Men,Rectify,Oz the Great and Powerful,Cowboys & Aliens"
Laura Mennell,Actress,1980-4-18,"https://m.media-amazon.com/images/M/MV5BMjFiN2YyYjYtZjY0Ni00MTU1LThmMDUtZGE3MTIxYTk0OWMyXkEyXkFqcGdeQXVyNjAwNjU4Mw@@._V1_UY317_CR164,0,214,317_AL__QL50.jpg","Project Blue Book,Loudermilk,Watchmen,Alphas"
Clancy Brown,Actor,1959-1-5,"https://m.media-amazon.com/images/M/MV5BMTUxODY3NjAzMF5BMl5BanBnXkFtZTcwMTQ5MjYwNg@@._V1_UY317_CR2,0,214,317_AL__QL50.jpg","The Shawshank Redemption,Starship Troopers,Thor: Ragnarok,Warcraft"
James Spader,Actor,1960-2-7,"https://m.media-amazon.com/images/M/MV5BMTQ3MTQ5NjY5Ml5BMl5BanBnXkFtZTgwMTY0NzU5MDE@._V1_UY317_CR13,0,214,317_AL__QL50.jpg","The Blacklist,Boston Legal,Sex, Lies, and Videotape,Avengers: Age of Ultron"
Joel Kinnaman,Actor,1979-11-25,"https://m.media-amazon.com/images/M/MV5BNGIwMDVkNjktMzM3MC00ZmZmLTg3ZDYtZGEzZjU5NDI3ZTkyXkEyXkFqcGdeQXVyNTcxNDk1MA@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","RoboCop,Suicide Squad,The Darkest Hour,Run All Night"
Chevy Chase,Actor,1943-10-8,"https://m.media-amazon.com/images/M/MV5BMTMwNTY2ODA4OV5BMl5BanBnXkFtZTcwOTE1NjAxMw@@._V1_UY317_CR15,0,214,317_AL__QL50.jpg","National Lampoon's Vacation,Caddyshack,Fletch,¡Three Amigos!"
Alia Shawkat,Actress,1989-4-18,"https://m.media-amazon.com/images/M/MV5BZGViZmQwZDUtNjE2Mi00MDA1LWE2NjQtODhlYmNmOGE3YzY4XkEyXkFqcGdeQXVyMTc0MTIxOQ@@._V1_UY317_CR21,0,214,317_AL__QL50.jpg","Arrested Development,The To Do List,Whip It,Duck Butter"
Kate Winslet,Actress,1975-10-5,"https://m.media-amazon.com/images/M/MV5BODgzMzM2NTE0Ml5BMl5BanBnXkFtZTcwMTcyMTkyOQ@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Eternal Sunshine of the Spotless Mind,Revolutionary Road,Titanic,Sense and Sensibility"
Arnold Schwarzenegger,Actor,1947-7-30,"https://m.media-amazon.com/images/M/MV5BMTI3MDc4NzUyMV5BMl5BanBnXkFtZTcwMTQyMTc5MQ@@._V1_UY317_CR19,0,214,317_AL__QL50.jpg","Predator,The 6th Day,Last Action Hero,Eraser"
David Fincher,Producer,1962-8-28,"https://m.media-amazon.com/images/M/MV5BMTc1NDkwMTQ2MF5BMl5BanBnXkFtZTcwMzY0ODkyMg@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Se7en,The Social Network,Zodiac,Gone Girl"
David Lynch,Writer,1946-1-20,"https://m.media-amazon.com/images/M/MV5BMTQ1MTY2MTY2Nl5BMl5BanBnXkFtZTcwMDg1ODYwNA@@._V1_UY317_CR20,0,214,317_AL__QL50.jpg","Twin Peaks,Twin Peaks: Fire Walk with Me,Inland Empire,Mulholland Drive"
Dakota Johnson,Actress,1989-10-4,"https://m.media-amazon.com/images/M/MV5BODE1ODE5MzY5M15BMl5BanBnXkFtZTgwNDg1NDA4NTM@._V1_UY317_CR51,0,214,317_AL__QL50.jpg","Fifty Shades of Grey,The Social Network,Fifty Shades Freed,Fifty Shades Darker"
Amanda Seyfried,Actress,1985-12-3,"https://m.media-amazon.com/images/M/MV5BMjUyODkwODUyMF5BMl5BanBnXkFtZTcwMzU3MjYxMw@@._V1_UY317_CR33,0,214,317_AL__QL50.jpg","Les Misérables,Mean Girls,Dear John,Mamma Mia!"
Claire Forlani,Actress,1971-12-17,"https://m.media-amazon.com/images/M/MV5BZGEzNzBhMjgtN2RkNi00Y2NkLTgyYTctMzJjYjhmZmEzMmRmXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY317_CR5,0,214,317_AL__QL50.jpg","Meet Joe Black,Mystery Men,In the Name of the King: A Dungeon Siege Tale,The Medallion"
Armie Hammer,Actor,1986-8-28,"https://m.media-amazon.com/images/M/MV5BMzI3NTYwMzIxM15BMl5BanBnXkFtZTcwMzI1ODY1NA@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","The Social Network,Call Me by Your Name,The Lone Ranger,The Man from U.N.C.L.E."
Robin Williams,Actor,1951-7-21,"https://m.media-amazon.com/images/M/MV5BNTYzMjc2Mjg4MF5BMl5BanBnXkFtZTcwODc1OTQwNw@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Mrs. Doubtfire,Good Morning, Vietnam,Good Will Hunting,One Hour Photo"
January Jones,Actress,1978-1-5,"https://m.media-amazon.com/images/M/MV5BMTgyODE1Mjg4NF5BMl5BanBnXkFtZTcwMTE5MjQ1Nw@@._V1_UY317_CR21,0,214,317_AL__QL50.jpg","X-Men: First Class,Mad Men,Unknown,Dirty Dancing: Havana Nights"
Awkwafina,Actress,1988-6-2,"https://m.media-amazon.com/images/M/MV5BMTU0NTUwNjkyN15BMl5BanBnXkFtZTgwMjM0NzEzMTI@._V1_UY317_CR7,0,214,317_AL__QL50.jpg","Ocean's Eight,Crazy Rich Asians,The Farewell,The Little Mermaid"
Connie Nielsen,Actress,1965-7-3,"https://m.media-amazon.com/images/M/MV5BYzZiYTQ4YTAtMzRkMi00ZDZlLWFkZWItNGI2ZTIyODRiYTc4XkEyXkFqcGdeQXVyMjUzMjc2MjE@._V1_UY317_CR12,0,214,317_AL__QL50.jpg","Gladiator,One Hour Photo,Basic,Wonder Woman"
Jennifer Jason Leigh,Actress,1962-2-5,"https://m.media-amazon.com/images/M/MV5BMTU1MzU2NTg0Nl5BMl5BanBnXkFtZTcwMjcyNjY0MQ@@._V1_UY317_CR15,0,214,317_AL__QL50.jpg","The Hateful Eight,Dolores Claiborne,Anomalisa,Single White Female"
Ashley Johnson,Actress,1983-8-9,"https://m.media-amazon.com/images/M/MV5BOTk5Njc3NzgxOV5BMl5BanBnXkFtZTgwMzgyMjIzNzE@._V1_UY317_CR130,0,214,317_AL__QL50.jpg","The Avengers,Blindspot,The Last of Us,Fast Food Nation"
Famke Janssen,Actress,1964-11-5,"https://m.media-amazon.com/images/M/MV5BNDQ5MjU2NTQ0OV5BMl5BanBnXkFtZTcwNzAzODU1Mg@@._V1_UY317_CR12,0,214,317_AL__QL50.jpg","X-Men: The Last Stand,GoldenEye,X-Men,House on Haunted Hill"
Daniel Day-Lewis,Actor,1957-4-29,"https://m.media-amazon.com/images/M/MV5BMjE2NDY2NDc1Ml5BMl5BanBnXkFtZTcwNjAyMjkwOQ@@._V1_UY317_CR13,0,214,317_AL__QL50.jpg","There Will Be Blood,The Last of the Mohicans,Lincoln,Gangs of New York"
Dove Cameron,Actress,1996-1-15,"https://m.media-amazon.com/images/M/MV5BMTUzNDA3NTI2M15BMl5BanBnXkFtZTgwNDA2NDI1NDM@._V1_UY317_CR1,0,214,317_AL__QL50.jpg","Descendants,Hairspray Live!"
Robin Wright,Actress,1966-4-8,"https://m.media-amazon.com/images/M/MV5BMTU0NTc4MzEyOV5BMl5BanBnXkFtZTcwODY0ODkzMQ@@._V1_UY317_CR4,0,214,317_AL__QL50.jpg","Beowulf,Forrest Gump,Unbreakable,The Princess Bride"
Kate del Castillo,Actress,1972-10-23,"https://m.media-amazon.com/images/M/MV5BMDE3ZjE5ZTgtN2IyMy00NDU2LWJhMjktODBiNjdjODY1OTRjXkEyXkFqcGdeQXVyMTIxMTA0Ng@@._V1_UY317_CR24,0,214,317_AL__QL50.jpg","The Book of Life,Under the Same Moon,The 33,La Reina del Sur"
Morgan Freeman,Actor,1937-6-1,"https://m.media-amazon.com/images/M/MV5BMTc0MDMyMzI2OF5BMl5BanBnXkFtZTcwMzM2OTk1MQ@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Se7en,Invictus,Driving Miss Daisy,Million Dollar Baby"
Karl Urban,Actor,1972-6-7,"https://m.media-amazon.com/images/M/MV5BMTU2Njg3MDgyN15BMl5BanBnXkFtZTcwNjgyNTA4Mg@@._V1_UY317_CR5,0,214,317_AL__QL50.jpg","Star Trek,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Return of the King,Doom"
Jodie Foster,Actress,1962-11-19,"https://m.media-amazon.com/images/M/MV5BMTM3MjgyOTQwNF5BMl5BanBnXkFtZTcwMDczMzEwNA@@._V1_UY317_CR1,0,214,317_AL__QL50.jpg","The Silence of the Lambs,Contact,The Brave One,Taxi Driver"
Doug Jones,Actor,1960-5-24,"https://m.media-amazon.com/images/M/MV5BMTYzNDY4MDc0OF5BMl5BanBnXkFtZTYwODM4MDY0._V1_UY317_CR6,0,214,317_AL__QL50.jpg","Hellboy II: The Golden Army,The Shape of Water,Pan's Labyrinth,The Watch"
Jude Law,Actor,1972-12-29,"https://m.media-amazon.com/images/M/MV5BMTMwOTg5NTQ3NV5BMl5BanBnXkFtZTcwNzM3MDAzNQ@@._V1_UY317_CR6,0,214,317_AL__QL50.jpg","The Talented Mr. Ripley,The Grand Budapest Hotel,Sky Captain and the World of Tomorrow,Closer"
Vincent Cassel,Actor,1966-11-23,"https://m.media-amazon.com/images/M/MV5BMTc1NDUzMzM5MV5BMl5BanBnXkFtZTcwNzY1OTYyOQ@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Black Swan,Mesrine Part 2: Public Enemy #1,Eastern Promises,La Haine"
Lauren German,Actress,1978-11-29,"https://m.media-amazon.com/images/M/MV5BMTUzNjY0NTA0Ml5BMl5BanBnXkFtZTgwMTUxMTMyNjE@._V1_UY317_CR6,0,214,317_AL__QL50.jpg","Hostel: Part II,The Divide,The Texas Chainsaw Massacre,A Walk to Remember"
Tyler Hoechlin,Actor,1987-9-11,"https://m.media-amazon.com/images/M/MV5BYmRiYTdhYzUtN2VlYS00ZThiLTkzYTgtMGIzNzIwODY3MjlhXkEyXkFqcGdeQXVyMTE3NDgwNA@@._V1_UY317_CR10,0,214,317_AL__QL50.jpg","Road to Perdition,Everybody Wants Some!!,Teen Wolf,7th Heaven"
Toby Kebbell,Actor,1982-7-9,"https://m.media-amazon.com/images/M/MV5BM2EyODM5NDctMWU3Zi00NDc2LWFhYzQtNmQ2ZDJiZTczMDgwXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY317_CR19,0,214,317_AL__QL50.jpg","Dead Man's Shoes,RocknRolla,Fantastic Four,Dawn of the Planet of the Apes"
Freddie Highmore,Actor,1992-2-14,"https://m.media-amazon.com/images/M/MV5BMjEzNjAzMTgzMV5BMl5BanBnXkFtZTcwNjU2NjA2NQ@@._V1_UY317_CR13,0,214,317_AL__QL50.jpg","Finding Neverland,Charlie and the Chocolate Factory,The Art of Getting By,Bates Motel"
Felicity Jones,Actress,1983-10-17,"https://m.media-amazon.com/images/M/MV5BMjA0MTIwMzIyN15BMl5BanBnXkFtZTgwNDEyMzg1NDE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Rogue One: A Star Wars Story,The Theory of Everything,Like Crazy,Inferno"
Cameron Diaz,Actress,1972-8-30,"https://m.media-amazon.com/images/M/MV5BMTkxNTI5NzM4MV5BMl5BanBnXkFtZTcwMTI3ODY3Mg@@._V1_UY317_CR0,0,214,317_AL__QL50.jpg","Vanilla Sky,There's Something About Mary,Charlie's Angels,My Best Friend's Wedding"
Pierce Brosnan,Actor,1953-5-16,"https://m.media-amazon.com/images/M/MV5BMTMwMjMxNzM4OV5BMl5BanBnXkFtZTcwNDM5NzkxMw@@._V1_UY317_CR9,0,214,317_AL__QL50.jpg","The World Is Not Enough,Mamma Mia!,Tomorrow Never Dies,GoldenEye"
Russell Crowe,Actor,1964-4-7,"https://m.media-amazon.com/images/M/MV5BMTQyMTExNTMxOF5BMl5BanBnXkFtZTcwNDg1NzkzNw@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Les Misérables,Gladiator,A Beautiful Mind,L.A. Confidential"
Stephanie Beatriz,Actress,,"https://m.media-amazon.com/images/M/MV5BZmNjZWIxOTgtNDJiNS00OGI2LTk1ZjMtZGZlNjU1Y2EzNjMwXkEyXkFqcGdeQXVyMjMyOTczMTk@._V1_UY317_CR20,0,214,317_AL__QL50.jpg","Short Term 12,Brooklyn Nine-Nine,The Lego Movie 2: The Second Part,Ice Age: Collision Course"
Bumper Robinson,Actor,1974-6-19,"https://m.media-amazon.com/images/M/MV5BMTk3NjExMjk3OF5BMl5BanBnXkFtZTcwMjMwOTgxOA@@._V1_UY317_CR13,0,214,317_AL__QL50.jpg","Enemy Mine,Justice League: Doom,Brother Bear,Ben 10: Omniverse"
Toni Collette,Actress,1972-11-1,"https://m.media-amazon.com/images/M/MV5BODYzOTE3ODc1Ml5BMl5BanBnXkFtZTgwODYwMjE4NTM@._V1_UY317_CR17,0,214,317_AL__QL50.jpg","Little Miss Sunshine,Hereditary,The Sixth Sense,Muriel's Wedding"
Giancarlo Esposito,Music Department,1958-4-26,"https://m.media-amazon.com/images/M/MV5BMjEyODM1NjI0OF5BMl5BanBnXkFtZTcwMTE0OTA1Mg@@._V1_UY317_CR4,0,214,317_AL__QL50.jpg","Breaking Bad,The Usual Suspects,The Jungle Book,Maze Runner: The Scorch Trials"
Valerie Bertinelli,Actress,1960-4-23,"https://m.media-amazon.com/images/M/MV5BMTM3NTY3MTg5NV5BMl5BanBnXkFtZTcwMTUxMTc3MQ@@._V1_UY317_CR16,0,214,317_AL__QL50.jpg","One Day at a Time,C.H.O.M.P.S.,Pancho Barnes,Number One with a Bullet"
Krysten Ritter,Actress,1981-12-16,"https://m.media-amazon.com/images/M/MV5BYzkyMmRiOTgtNDI5ZS00NzRhLWE2YTUtZjRkMDA4ODZmOWMzXkEyXkFqcGdeQXVyMjU2NzY4MQ@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Jessica Jones,Big Eyes,Don't Trust the B---- in Apartment 23,Breaking Bad"
Jamie Hector,Actor,1975-10-7,"https://m.media-amazon.com/images/M/MV5BMjVkYTFmNWMtZDg0ZS00M2UxLWJlNWQtMThhMmQ2OTFhMDU0XkEyXkFqcGdeQXVyMzgxNDMyNw@@._V1_UY317_CR97,0,214,317_AL__QL50.jpg","Bosch,All Eyez on Me,The Wire,Max Payne"
Julianne Hough,Actress,1988-7-20,"https://m.media-amazon.com/images/M/MV5BMTg1ODE5MTk5Nl5BMl5BanBnXkFtZTgwMTMzOTU5NDM@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Rock of Ages,Safe Haven,Footloose,Dirty Grandpa"
Katharine McPhee,Actress,1984-3-25,"https://m.media-amazon.com/images/M/MV5BMjE2Mjk3OTMyOF5BMl5BanBnXkFtZTcwODUzMjcyNw@@._V1_UY317_CR4,0,214,317_AL__QL50.jpg","Smash,The House Bunny,Shark Night 3D,You May Not Kiss the Bride"
Judd Nelson,Actor,1959-11-28,"https://m.media-amazon.com/images/M/MV5BMTg3ODUwODQ5OV5BMl5BanBnXkFtZTcwMTUzNzQyMg@@._V1_UY317_CR51,0,214,317_AL__QL50.jpg","The Breakfast Club,New Jack City,The Transformers: The Movie,St. Elmo's Fire"
Lance Reddick,Actor,1962-6-7,"https://m.media-amazon.com/images/M/MV5BMTY0MDkyMjk5OV5BMl5BanBnXkFtZTcwNDUxMzc0Mw@@._V1_UY317_CR9,0,214,317_AL__QL50.jpg","John Wick,John Wick: Chapter 2,White House Down,Jonah Hex"
Sienna Miller,Actress,1981-12-28,"https://m.media-amazon.com/images/M/MV5BMmEyYmNjZGMtNzZlYy00NzVlLWI3ZWMtNjM4NmU3OTc4MzQ5XkEyXkFqcGdeQXVyOTE0NjgwMjY@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","G.I. Joe: The Rise of Cobra,American Sniper,The Lost City of Z,Layer Cake"
Clint Howard,Actor,1959-4-20,"https://m.media-amazon.com/images/M/MV5BNTc3NzRiNTQtYmZkNS00ZmFjLWFjYmMtMzg4NWI0YTA1ZTlmXkEyXkFqcGdeQXVyMDg3OTkwMg@@._V1_UY317_CR20,0,214,317_AL__QL50.jpg","Apollo 13,The Waterboy,Rock 'n' Roll High School,Gentle Ben"
Mark Strong,Actor,1963-8-5,"https://m.media-amazon.com/images/M/MV5BMmFlZDEyZTctNTZkZi00YjI1LWEyNTMtYWNhMTBiZTEwYTUyXkEyXkFqcGdeQXVyMDQxMDEwMw@@._V1_UY317_CR17,0,214,317_AL__QL50.jpg","1917,Shazam!,Kingsman: The Secret Service,Zero Dark Thirty"
Ariel Winter,Actress,1998-1-28,"https://m.media-amazon.com/images/M/MV5BNmJjZTQ1MGEtZWQ4MS00NzBlLWI1NWQtMzUyOTA3NGM4MDAzXkEyXkFqcGdeQXVyNDUyOTE0NzQ@._V1_UY317_CR37,0,214,317_AL__QL50.jpg","Sofia the First,Mr. Peabody & Sherman,Kiss Kiss Bang Bang,Modern Family"
Matthew Goode,Actor,1978-4-3,"https://m.media-amazon.com/images/M/MV5BMTc0MzY2NjE0Nl5BMl5BanBnXkFtZTYwMDkxMDY0._V1_UY317_CR4,0,214,317_AL__QL50.jpg","Stoker,The Imitation Game,Watchmen,Chasing Liberty"
Jennifer Garner,Actress,1972-4-17,"https://m.media-amazon.com/images/M/MV5BNTA4MDgzMTc1Nl5BMl5BanBnXkFtZTcwNjQyMjIwNQ@@._V1_UY317_CR14,0,214,317_AL__QL50.jpg","Alias,13 Going on 30,Juno,Daredevil"
Mara Wilson,Actress,1987-7-24,"https://m.media-amazon.com/images/M/MV5BMTU0OTQxNDYzNl5BMl5BanBnXkFtZTgwMjQ1OTA5NjM@._V1_UY317_CR6,0,214,317_AL__QL50.jpg","Matilda,Mrs. Doubtfire,Miracle on 34th Street,Thomas and the Magic Railroad"
Michelle Rodriguez,Actress,1978-7-12,"https://m.media-amazon.com/images/M/MV5BYThkMmY1OTYtMTZmNi00YTVmLThkMGItNDlhNzE0ZDZkNGQ0XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY317_CR8,0,214,317_AL__QL50.jpg","Avatar,The Fast and the Furious,Girlfight"
Ranjit Chowdhry,Actor,1956-0-0,"https://m.media-amazon.com/images/M/MV5BZjVlNWM0YjItNWZlNy00ZTJmLThlZTItYzY1ZWNhNTk3Nzc5XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_UY317_CR1,0,214,317_AL__QL50.jpg","Prison Break,Last Holiday,Bollywood/Hollywood,It Could Happen to You"
